Couple|ˈkʌp·əl|—n.|1 a two (a couple of girls). B about two (a couple of hours). 2 a two people who are married to, or in a sexual relationship with, each other. B pair of partners in a dance etc. —v. (-ling) 1 link together. 2 associate in thought or speech. 3 copulate. [latin *copula]
Courage|ˈkɜr·ɪdʒ|n.|Ability to disregard fear; bravery.  courage of one's convictions courage to act on one's beliefs. [latin cor heart]
Course|kɔrs|—n.|1 onward movement or progression. 2 direction taken (changed course). 3 stretch of land or water for races; golf-course. 4 series of lessons etc. In a particular subject. 5 each successive part of a meal. 6 sequence of medical treatment etc. 7 line of conduct. 8 continuous horizontal layer of masonry, brick, etc. 9 channel in which water flows. —v. (-sing) 1 (esp. Of liquid) run, esp. Fast. 2 (also absol.) Use hounds to hunt (esp. Hares).  in course of in the process of. In the course of during. Of course naturally; as is or was to be expected; admittedly. [latin cursus: related to *courier]
Court|kɔrt|—n.|1 (in full court of law) a judicial body hearing legal cases. B = *courtroom. 2 quadrangular area for games (tennis-court; squash-court). 3 a yard surrounded by houses with entry from the street. B = *courtyard. 4 a the residence, retinue, and courtiers of a sovereign. B sovereign and councillors, constituting the ruling power. C assembly held by a sovereign; state reception. 5 attention paid to a person whose favour etc. Is sought (paid court to her). —v. 1 a try to win affection or favour of. B pay amorous attention to. 2 seek to win (applause, fame, etc.). 3 invite (misfortune) by one's actions.  go to court take legal action. Out of court 1 without reaching trial. 2 not worthy of consideration. [latin: related to *cohort]
Cousin|ˈkʌz·ɪn|n.|1 (also first cousin) child of one's uncle or aunt. 2 person of a kindred race or nation. [latin consobrinus]
Cover|ˈkʌv·ər|—v.|1 (often foll. By with) protect or conceal with a cloth, lid, etc. 2 a extend over; occupy the whole surface of. B (often foll. By with) strew thickly or thoroughly. C lie over. 3 a protect; clothe. B (as covered adj.) Wearing a hat; having a roof. 4 include; comprise; deal with. 5 travel (a specified distance). 6 describe as a reporter. 7 be enough to defray (£20 should cover it). 8 a refl. Take measures to protect oneself. B (absol.; foll. By for) stand in for. 9 a aim a gun etc. At. B (of a fortress, guns, etc.) Command (territory). C protect (an exposed person etc.) By being able to return fire. 10 a esp. Cricket stand behind (another player) to stop any missed balls. B mark (an opposing player). 11 (of a stallion etc.) Copulate with. —n. 1 thing that covers, esp.: a lid. B book's binding. C either board of this. D envelope or wrapping (under separate cover). 2 shelter. 3 a pretence; screen. B pretended identity. C mil. Supporting force protecting an advance party from attack. 4 a funds, esp. Obtainable from insurance to meet a liability or secure against loss. B insurance protection (third-party cover). 5 person acting as a substitute. 6 place-setting at table. 7 cricket = *cover-point.  cover up completely cover or conceal. Take cover find shelter. [latin cooperio]
Crack|kræk|—n.|1 a sharp explosive noise. B sudden harshness or change in vocal pitch. 2 sharp blow. 3 a narrow opening; break or split. B chink. 4 colloq. Joke or malicious remark. 5 colloq. Attempt. 6 slang crystalline form of cocaine broken into small pieces. —v. 1 break without separating the parts. 2 make or cause to make a sharp explosive sound. 3 break with a sharp sound. 4 give way or cause to give way (under torture etc.). 5 (of the voice) change pitch sharply; break. 6 colloq. Find the solution to. 7 tell (a joke etc.). 8 colloq. Hit sharply. 9 (as cracked adj.) Crazy. 10 break (wheat) into coarse pieces. —attrib. Adj. Colloq. Excellent; first-rate (crack shot).  crack a bottle open a bottle, esp. Of wine, and drink it. Crack down on colloq. Take severe measures against. Crack of dawn daybreak. Crack up colloq. 1 collapse under strain. 2 praise. Get cracking colloq. Begin promptly and vigorously. [old english]
Craft|kræft|—n.|1 special skill or technique. 2 occupation needing this. 3 (pl. Craft) a boat or vessel. B aircraft or spacecraft. 4 cunning or deceit. —v. Make in a skilful way. [old english]
Crazy|ˈkreɪ·zi|adj. (-ier, -iest)|1 colloq. Insane or mad; foolish. 2 (usu. Foll. By about) colloq. Extremely enthusiastic. 3 (attrib.) (of paving etc.) Made up of irregular pieces.  crazily adv. Craziness n.
Cream|krim|—n.|1 fatty part of milk. 2 its yellowish-white colour. 3 creamlike cosmetic etc. 4 food or drink like or containing cream. 5 (usu. Prec. By the) best part of something. —v. 1 take cream from (milk). 2 make creamy. 3 treat (the skin etc.) With cosmetic cream. 4 form a cream or scum. —adj. Pale yellowish white.  cream off take (esp. The best part) from a whole. [latin cramum and church latin chrisma oil for anointing]
Create|kriˈeɪt|v. (-ting)|1 bring into existence; cause. 2 originate (actor creates a part). 3 invest with rank (created him a lord). 4 slang make a fuss. [latin creo]
Creature|ˈkri·tʃər|n.|1 any living being, esp. An animal. 2 person of a specified kind (poor creature). 3 subservient person.  creaturely adj. [french from latin: related to *create]
Credit-card-|ˈkred·ɪt ˌkɑrd|n. Plastic card from a bank etc. Authorizing the purchase of goods on credit.|
Credit|ˈkred·ɪt|—n.|1 source of honour, pride, etc. (is a credit to the school). 2 acknowledgement of merit. 3 good reputation. 4 belief or trust. 5 a person's financial standing, esp. As regards money in the bank etc. B power to obtain goods etc. Before payment. 6 (usu. In pl.) Acknowledgement of a contributor's services to a film etc. 7 grade above pass in an examination. 8 reputation for solvency and honesty in business. 9 a entry in an account of a sum paid into it. B sum entered. C side of an account recording such entries. 10 educational course counting towards a degree. —v. (-t-) 1 believe (cannot credit it). 2 (usu. Foll. By to, with) enter on the credit side of an account.  credit a person with ascribe (a good quality) to a person. Do credit to (or do a person credit) enhance the reputation of. On credit with an arrangement to pay later. To one's credit in one's favour. [italian or latin: related to *credo]
Crime|krɑɪm|n.|1 a offence punishable by law. B illegal acts (resorted to crime). 2 evil act (crime against humanity). 3 colloq. Shameful act. [latin crimen]
Criminal|ˈkrɪm·ə·nəl|—n.|Person guilty of a crime. —adj. 1 of, involving, or concerning crime. 2 guilty of crime. 3 law of or concerning criminal offences (criminal code; criminal lawyer). 4 colloq. Scandalous, deplorable.  criminality n. Criminally adv. [latin: related to *crime]
Crisis|ˈkrɑɪ·sɪs|n. (pl. Crises)|1 time of danger or great difficulty. 2 decisive moment; turning-point. [greek, = decision]
Crisp|krɪsp|—adj.|1 hard but brittle. 2 a (of air) bracing. B (of style or manner) lively, brisk and decisive. C (of features etc.) Neat, clear-cut. D (of paper) stiff and crackling. E (of hair) closely curling. —n. (in full potato crisp) potato sliced thinly, fried, and sold in packets. —v. Make or become crisp.  crisply adv. Crispness n. [latin crispus curled]
Criterion|-ˈtɪr.i-|n. (pl. -ria)|principle or standard of judgement. [greek, = means of judging]
Critical|ˈkrɪt̬·ɪ·kəl|adj.|1 a fault-finding, censorious. B expressing or involving criticism. 2 skilful at or engaged in criticism. 3 providing textual criticism (critical edition of milton). 4 a of or at a crisis; dangerous, risky (in a critical condition). B decisive, crucial (at the critical moment). 5 a math. & physics marking a transition from one state etc. To another (critical angle). B (of a nuclear reactor) maintaining a self-sustaining chain reaction.  critically adv. Criticalness n.
Criticism|ˈkrɪt̬·əˌsɪz·əm|n.|1 a fault-finding; censure. B critical remark etc. 2 a work of a critic. B analytical article, essay, etc.
Criticize|ˈkrɪt̬·əˌsɑɪz|v. (also -ise)|(-zing or -sing) (also absol.) 1 find fault with; censure. 2 discuss critically.
Crop|krɑp|—n.|1 a produce of cultivated plants, esp. Cereals. B season's yield. 2 group, yield, etc., of one time or place (a new crop of students). 3 handle of a whip. 4 a very short haircut. B cropping of hair. 5 pouch in a bird's gullet where food is prepared for digestion. —v. (-pp-) 1 a cut off. B bite off. 2 cut (hair etc.) Short. 3 (foll. By with) sow or plant (land) with a crop. 4 (of land) bear a crop.  crop up occur unexpectedly. [old english]
Cross|krɔs|—n.|1 upright post with a transverse bar, as used in antiquity for crucifixion. 2 a (the cross) cross on which christ was crucified. B representation of this as an emblem of christianity. C = *sign of the cross. 3 staff surmounted by a cross, carried in a religious procession. 4 thing or mark like a cross, esp. Two short intersecting lines (+ or x). 5 cross-shaped military etc. Decoration. 6 a hybrid. B crossing of breeds etc. 7 (foll. By between) mixture of two things. 8  crosswise movement, pass in football, etc. 9 trial or affliction. —v. 1 (often foll. By over) go across. 2 intersect; (cause to) be across (roads cross; cross one's legs). 3 a draw line(s) across. B mark (a cheque) with two parallel lines to indicate that it cannot be cashed. 4 (foll. By off, out, through) cancel etc. By drawing lines across. 5 (often refl.) Make the sign of the cross on or over. 6 a pass in opposite or different directions. B (of letters etc.) Be sent at the same time. C (of telephone lines) be connected to an unwanted conversation. 7 a cause to interbreed. B cross-fertilize (plants). 8 oppose or thwart (crossed in love). —adj. 1 (often foll. By with) peevish, angry. 2 (usu. Attrib.) Transverse; reaching from side to side. 3 (usu. Attrib.) Intersecting. 4 (usu. Attrib.) Contrary, opposed, reciprocal.  at cross purposes misunderstanding; conflicting. Cross one's fingers (or keep one's fingers crossed) 1 put one finger across another to ward off bad luck. 2 trust in good luck. Cross one's heart make a solemn pledge, esp. By crossing one's front. Cross one's mind occur to one, esp. Transiently. Cross swords (often foll. By with) argue or dispute. Cross wires (or get one's wires crossed) 1 become wrongly connected by telephone. 2 have a misunderstanding. On the cross diagonally.  crossly adv. Crossness n. [latin crux]
Crowd|krɑʊd|—n.|1 large gathering of people. 2 spectators; audience. 3 colloq. Particular set of people. 4 (prec. By the) majority. —v. 1 a (cause to) come together in a crowd. B force one's way (crowded into the cinema). 2 a (foll. By into) force or compress into a confined space. B (often foll. By with; usu. In passive) fill or make full of. 3 colloq. Come aggressively close to.  crowd out exclude by crowding.  crowdedness n. [old english]
Crown|krɑʊn|—n.|1 monarch's jewelled headdress. 2 (the crown) a monarch as head of state. B power or authority of the monarchy. 3 a wreath for the head as an emblem of victory. B award or distinction, esp. In sport. 4 crown-shaped ornament etc. 5 top part of the head, a hat, etc. 6 a highest or central part (crown of the road). B thing that completes or forms a summit. 7 a part of a tooth visible outside the gum. B artificial replacement for this. 8 former british coin worth five shillings. —v. 1 put a crown on (a person or head). 2 invest with a royal crown or authority. 3 be a crown to; rest on top of. 4 a (often as crowning adj.) (cause to) be the reward, summit, or finishing touch to (crowning glory). B bring to a happy outcome. 5 fit a crown to (a tooth). 6 slang hit on the head. 7 promote (a piece in draughts) to king. [latin corona]
Crucial|ˈkru·ʃəl|adj.|1 decisive, critical. 2 very important.  crucially adv. [latin crux crucis cross]
Cruel|ˈkru·əl|adj. (crueller, cruellest or crueler, cruelest)|1 causing pain or suffering, esp. Deliberately. 2 harsh, severe (a cruel blow).  cruelly adv. Cruelness n. Cruelty n. (pl. -ies). [latin: related to *crude]
Crush|krʌʃ|—v.|1 compress with force or violence, so as to break, bruise, etc. 2 reduce to powder by pressure. 3 crease or crumple. 4 defeat or subdue completely. —n. 1 act of crushing. 2 crowded mass of people. 3 drink from the juice of crushed fruit. 4 (usu. Foll. By on) colloq. Infatuation. [french]
Cry|krɑɪ|—v. (cries, cried)|1 (often foll. By out) make a loud or shrill sound, esp. To express pain, grief, etc., or to appeal for help. 2 shed tears; weep. 3 (often foll. By out) say or exclaim loudly or excitedly. 4 (foll. By for) appeal, demand, or show a need for. 5 (of an animal, esp. A bird) make a loud call. —n. (pl. Cries) 1 loud shout or scream of grief, pain, etc. 2 spell of weeping. 3 loud excited utterance. 4 urgent appeal. 5 a public demand or opinion. B rallying call. 6 call of an animal.  cry down disparage. Cry off withdraw from an undertaking. Cry out for need as an obvious requirement or solution. Cry wolf see *wolf. [latin quirito]
Cultural|ˈkʌl·tʃər·əl|adj.|Of or relating to intellectual or artistic matters, or to a specific culture.  culturally adv.
Culture|ˈkʌl·tʃər|—n.|1 a intellectual and artistic achievement or expression (city lacking in culture). B refined appreciation of the arts etc. (person of culture). 2 customs, achievements, etc. Of a particular civilization or group (chinese culture). 3 improvement by mental or physical training. 4 cultivation of plants; rearing of bees etc. 5 quantity of micro-organisms and nutrient material supporting their growth. —v. (-ring) maintain (bacteria etc.) In suitable growth conditions. [latin: related to *cultivate] 
Cupboard|ˈkʌb·ərd|n.|Recess or piece of furniture with a door and (usu.) Shelves.
Cup|kʌp|—n.|1 small bowl-shaped container for drinking from. 2 a its contents. B = *cupful. 3 cup-shaped thing. 4 flavoured wine, cider, etc., usu. Chilled. 5 cup-shaped trophy as a prize. 6 one's fate or fortune (a bitter cup). —v. (-pp-) 1 form (esp. The hands) into the shape of a cup. 2 take or hold as in a cup.  one's cup of tea colloq. What interests or suits one. [medieval latin cuppa]
Curb|kɜrb|—n.|1 check, restraint. 2 strap etc. Passing under a horse's lower jaw, used as a check. 3 enclosing border, e.g. The frame round a well or a fender round a hearth. 4 = *kerb. —v. 1 restrain. 2 put a curb on (a horse). [french: related to *curve]
Cure|kjʊər|—v. (-ring)|1 (often foll. By of) restore to health; relieve (cured of pleurisy). 2 eliminate (disease, evil, etc.). 3 preserve (meat, fruit, etc.) By salting, drying, etc. 4 vulcanize (rubber); harden (plastic etc.). —n. 1 restoration to health. 2 thing effecting a cure. 3 course of treatment. 4 curacy. [latin cura care]
Curious|ˈkjʊər·i·əs|adj.|1 eager to learn; inquisitive. 2 strange, surprising, odd.  curiously adv. [latin: related to *cure]
Curl|kɜrl|—v.|1 (often foll. By up) bend or coil into a spiral. 2 move in a spiral form. 3 a (of the upper lip) be raised contemptuously. B cause (the lip) to do this. 4 play curling. —n. 1 lock of curled hair. 2 anything spiral or curved inwards. 3 a curling movement. B being curled.  curl one's lip express scorn. Curl up 1 lie or sit with the knees drawn up. 2 colloq. Writhe in embarrassment etc. [dutch]
Curly|ˈkɜr·li|adj. (-ier, -iest)|1 having or arranged in curls. 2 moving in curves.  curliness n.
Current|ˈkɜr·ənt|—adj.|1 belonging to the present; happening now (current events). 2 (of money, opinion, rumour, etc.) In general circulation or use. —n. 1 body of moving water, air, etc., esp. Passing through still water etc. 2 a ordered movement of electrically charged particles. B quantity representing the intensity of this. 3 (usu. Foll. By of) general tendency or course (of events, opinions, etc.).  currentness n. [latin curro curs- run]
Currently|ˈkɜr·ənt|adv.|At the present time; now.
Curtain|ˈkɜr·t̬ən|—n.|1 piece of cloth etc. Hung as a screen, esp. At a window. 2 a rise or fall of a stage curtain between acts or scenes. B = *curtain-call. 3 partition or cover. 4 (in pl.) Slang the end. —v. 1 provide or cover with curtain(s). 2 (foll. By off) shut off with curtain(s). [latin cortina]
Curve|kɜrv|—n.|1 line or surface of which no part is straight or flat. 2 curved form or thing. 3 curved line on a graph. —v. (-ving) bend or shape to form a curve.  curved adj. [latin curvus curved]
Customer|ˈkʌs·tə·mər|n.|1 person who buys goods or services from a shop or business. 2 colloq. Person of a specified kind (awkward customer). [anglo-french: related to *custom]
Custom|ˈkʌs·təm|n.|1 a usual behaviour. B particular established way of behaving. 2 law established usage having the force of law. 3 regular business dealings or customers. 4 (in pl.; also treated as sing.) A duty on imports and exports. B official department administering this. C area at a port, frontier, etc., dealing with customs etc. [latin consuetudo]
Cut|kʌt|—v. (-tt-; past and past part. Cut)|1 (also absol.) Penetrate or wound with a sharp-edged instrument. 2 (often foll. By into) divide or be divided with a knife etc. 3 trim or detach by cutting. 4 (foll. By loose, open, etc.) Loosen etc. By cutting. 5 (esp. As cutting adj.) Wound (cutting remark). 6 (often foll. By down) reduce (wages, time, etc.) Or cease (services etc.). 7 a make (a coat, gem, key, record, etc.) By cutting. B make (a path, tunnel, etc.) By removing material. 8 perform, make (cut a caper; cut a sorry figure). 9 (also absol.) Cross, intersect. 10 (foll. By across, through, etc.) Traverse, esp. As a shorter way (cut across the grass). 11 a deliberately ignore (a person one knows). B renounce (a connection). 12 esp. Us deliberately miss (a class etc.). 13 cards a divide (a pack) into two parts. B do this to select a dealer etc. 14 a edit (film or tape). B (often in imper.) Stop filming or recording. C (foll. By to) go quickly to (another shot). 15 switch off (an engine etc.). 16 chop (a ball). —n. 1 cutting. 2 division or wound made by cutting. 3 stroke with a knife, sword, whip, etc. 4 a reduction (in wages etc.). B cessation (of power supply etc.). 5 removal of lines etc. From a play, film, etc. 6 wounding remark or act. 7 style of hair, garment, etc. Achieved by cutting. 8 particular piece of butchered meat. 9 colloq. Commission; share of profits. 10 stroke made by cutting. 11 deliberate ignoring of a person. 12 = *woodcut.  a cut above colloq. Noticeably superior to. Be cut out (foll. By for, or to + infin.) Be suited. Cut across 1 transcend (normal limitations etc.). 2 see sense 10 of v. Cut and run slang run away. Cut back 1 reduce (expenditure etc.). 2 prune (a tree etc.). Cut both ways 1 serve both sides of an argument etc. 2 (of an action) have both good and bad effects. Cut a corner go across it. Cut corners do perfunctorily or incompletely, esp. To save time. Cut a dash make a brilliant show. Cut a person dead deliberately ignore (a person one knows). Cut down 1 a bring or throw down by cutting. B kill by sword or disease. 2 see sense 6 of v. 3 reduce the length of (cut down trousers to make shorts). 4 (often foll. By on) reduce consumption (cut down on beer). Cut a person down to size colloq. Deflate a person's pretensions. Cut in 1 interrupt. 2 pull in too closely in front of another vehicle. Cut it fine allow very little margin of time etc. Cut it out (usu. In imper.) Slang stop doing that. Cut one's losses abandon an unprofitable scheme. Cut no ice slang have no influence. Cut off 1 remove by cutting. 2 a (often in passive) bring to an abrupt end or (esp. Early) death. B intercept, interrupt. C disconnect (a person on the telephone). 3 a prevent from travelling. B (as cut off adj.) Isolated or remote. 4 disinherit. Cut out 1 remove from inside by cutting. 2 make by cutting from a larger whole. 3 omit. 4 colloq. Stop doing or using (something) (cut out chocolate). 5 (cause to) cease functioning (engine cut out). 6 outdo or supplant (a rival). Cut short interrupt; terminate. Cut one's teeth on acquire experience from.
Cycle|ˈsɑɪ·kəl|—n.|1 a recurrent round or period (of events, phenomena, etc.). B time needed for this. 2 a physics etc. Recurrent series of operations or states. B electr. = *hertz. 3 series of related songs, poems, etc. 4 bicycle, tricycle, etc. —v. (-ling) 1 ride a bicycle etc. 2 move in cycles. [greek kuklos circle]
Dad|dæd|n.|Colloq. Father. [imitative of a child's da da]
Daily|ˈdeɪ·li|—adj.|Done, produced, or occurring every day or every weekday. —adv. 1 every day. 2 constantly. —n. (pl. -ies) colloq. 1 daily newspaper. 2 cleaning woman.
Damage|ˈdæm·ɪdʒ|—n.|1 harm or injury. 2 (in pl.) Law financial compensation for loss or injury. 3 (prec. By the) slang cost. —v. (-ging) inflict damage on. [latin damnum]
Damp|dæmp|—adj.|Slightly wet. —n. Slight diffused or condensed moisture, esp. When unwelcome. —v. 1 make damp; moisten. 2 (often foll. By down) a temper; mute (damps my enthusiasm). B make (a fire) burn less strongly by reducing the flow of air to it. 3 reduce or stop the vibration of (esp. Strings of a musical instrument).  damply adv. Dampness n. [low german]
Dance|dæns|—v. (-cing)|1 move rhythmically, usu. To music. 2 skip or jump about. 3 perform (a specified dance, role, etc.). 4 bob up and down. 5 dandle (a child). —n. 1 a dancing as an art form. B style or form of this. 2 social gathering for dancing. 3 single round or turn of a dance. 4 music for dancing to. 5 lively motion.  dance attendance on serve obsequiously. Lead a person a dance (or merry dance) cause a person much trouble.  danceable adj. Dancer n. [french]
Dangerous|ˈdeɪn·dʒər·əs|adj.|Involving or causing danger.  dangerously adv.
Dare|deər|—v. (-ring; 3rd sing. Present usu. Dare before an expressed or implied infinitive without to)|1 (foll. By infin. With or without to) have the courage or impudence (to) (dare he do it?; if they dare to come; how dare you?). 2 (usu. Foll. By to + infin.) Defy or challenge (i dare you to own up). —n. 1 act of daring. 2 challenge, esp. To prove courage.  i dare say 1 (often foll. By that) it is probable. 2 probably; i grant that much. [old english]
Dark|dɑrk|—adj.|1 with little or no light. 2 of deep or sombre colour. 3 (of a person) with dark colouring. 4 gloomy, dismal. 5 evil, sinister. 6 sullen, angry. 7 secret, mysterious. 8 ignorant, unenlightened. —n. 1 absence of light. 2 lack of knowledge. 3 dark area or colour, esp. In painting.  after dark after nightfall. The dark ages (or age) 1 period of european history from the 5th–10th c. 2 period of supposed unenlightenment. In the dark 1 lacking information. 2 with no light.  darkish adj. Darkly adv. Darkness n. [old english]
Data|ˈdeɪ·t̬ə|n.pl. (also treated as sing., although the singular form is strictly datum)|1 known facts used for inference or in reckoning. 2 quantities or characters operated on by a computer etc. [latin data from do give]
Daughter|ˈdɔ·t̬ər|n.|1 girl or woman in relation to her parent(s). 2 female descendant. 3 (foll. By of) female member of a family etc. 4 (foll. By of) female descendant or inheritor of a quality etc.  daughterly adj. [old english]
Day|deɪ|n.|1 time between sunrise and sunset. 2 a 24 hours as a unit of time. B corresponding period on other planets (martian day). 3 daylight (clear as day). 4 time during which work is normally done (eight-hour day). 5 a (also pl.) Historical period (in those days). B (prec. By the) present time (issues of the day). 6 prime of a person's life (have had my day; in my day). 7 a future time (will do it one day). 8 date of a specific festival or event etc. (graduation day; christmas day). 9 battle or contest (win the day).  all in a day's work part of the normal routine. At the end of the day when all is said and done. Call it a day end a period of activity. Day after day without respite. Day and night all the time. Day by day gradually. Day in, day out routinely, constantly. Not one's day day when things go badly (for a person). One of these days soon. One of those days day when things go badly. That will be the day colloq. That will never happen. [old english]
Dead|ded|—adj.|1 no longer alive. 2 colloq. Extremely tired or unwell. 3 numb (fingers are dead). 4 (foll. By to) insensitive to. 5 no longer effective or in use; extinct. 6 (of a match, coal, etc.) Extinguished. 7 inanimate. 8 a lacking force or vigour. B (of sound) not resonant. 9 quiet; lacking activity (dead season). 10 (of a microphone, telephone, etc.) Not transmitting sounds. 11 (of a ball in a game) out of play. 12 abrupt, complete (come to a dead stop; a dead calm; dead certainty). —adv. 1 absolutely, completely (dead on target; dead tired). 2 colloq. Very, extremely (dead easy). —n. Time of silence or inactivity (dead of night).  as dead as the (or a) dodo entirely obsolete. Dead to the world colloq. Fast asleep; unconscious. [old english]
Dear|dɪər|—adj.|1 a beloved or much esteemed. B as a merely polite or ironic form (my dear man). 2 as a formula of address, esp. Beginning a letter (dear sir). 3 (often foll. By to) precious; cherished. 4 (usu. In superl.) Earnest (my dearest wish). 5 a expensive. B having high prices. —n. (esp. As a form of address) dear person. —adv. At great cost (will pay dear). —int. Expressing surprise, dismay, pity, etc. (dear me!; oh dear!).  for dear life desperately.  dearly adv. [old english]
Death|deθ|n.|1 irreversible ending of life; dying or being killed. 2 instance of this. 3 destruction; ending (death of our hopes). 4 being dead (eyes closed in death). 5 (usu. Death) personification of death, esp. As a skeleton. 6 lack of spiritual life.  at death's door close to death. Be the death of 1 cause the death of. 2 be annoying or harmful to. Catch one's death colloq. Catch a serious chill etc. Do to death 1 kill. 2 overdo. Fate worse than death colloq. Very unpleasant experience. Put to death kill or cause to be killed. To death to the utmost, extremely (bored to death).  deathlike adj. [old english]
Debate|dɪˈbeɪt|—v. (-ting)|1 (also absol.) Discuss or dispute, esp. Formally. 2 consider aspects of (a question); ponder. —n. 1 formal discussion on a particular matter. 2 discussion (open to debate). [french: related to *battle]
Debt|det|n.|1 money etc. Owed (debt of gratitude). 2 state of owing (in debt; get into debt).  in a person's debt under obligation to a person. [latin debeo debit- owe]
Decade|ˈdek·eɪd|n.|1 period of ten years. 2 series or group of ten. [greek: related to *deca-]
Decay|dɪˈkeɪ|—v.|1 (cause to) rot or decompose. 2 decline or cause to decline in quality, power, etc. 3 (usu. Foll. By to) (of a substance) undergo change by radioactivity. —n. 1 rotten state; wasting away. 2 decline in health, quality, etc. 3 radioactive change. [latin cado fall]
December|dɪˈsem·bər|n.|Twelfth month of the year. [latin decem ten, originally 10th month of roman year]
Decide|dɪˈsɑɪd|v. (-ding)|1 (usu. Foll. By to, that, or on, about) resolve after consideration (decided to stay; decided quickly; weather decided me; decided on a blue hat). 2 resolve or settle (an issue etc.). 3 (usu. Foll. By between, for, against, in favour of, or that) give a judgement.  decidable adj. [latin caedo cut]
Decision|dɪˈsɪʒ·ən|n.|1 act or process of deciding. 2 resolution made after consideration (made my decision). 3 (often foll. By of) a settlement of a question. B formal judgement. 4 resoluteness. [latin: related to *decide]
Declare|dɪˈkleər|v. (-ring)|1 announce openly or formally (declare war). 2 pronounce (declared it invalid). 3 (usu. Foll. By that) assert emphatically. 4 acknowledge possession of (dutiable goods, income, etc.). 5 (as declared adj.) Admitting to be such (declared atheist). 6 (also absol.) Cricket close (an innings) voluntarily before the team is out. 7 (also absol.) Cards name (the trump suit).  declare oneself reveal one's intentions or identity.  declarative adj. Declaratory adj. Declarer n. [latin clarus clear]
Decline|dɪˈklɑɪn|—v. (-ning)|1 deteriorate; lose strength or vigour; decrease. 2 (also absol.) Politely refuse (an invitation, challenge, etc.). 3 slope or bend downwards, droop. 4 gram. State the forms of (a noun, pronoun, or adjective). —n. 1 gradual loss of vigour or excellence. 2 deterioration. [latin clino bend]
Decorate|ˈdek·əˌreɪt|v. (-ting)|1 beautify, adorn. 2 paint, wallpaper, etc. (a room or building). 3 give a medal or award to. [latin decus -oris beauty]
Decoration|ˌdek·əˈreɪ·ʃən|n.|1 decorating. 2 thing that decorates. 3 medal etc. Worn as an honour. 4 (in pl.) Flags, tinsel, etc., put up on a festive occasion.
Decorative|ˈdek·ər·ə·t̬ɪv|adj.|Pleasing in appearance.  decoratively adv.
Decrease|dɪˈkris|—v. (-sing)|make or become smaller or fewer. —n. 1 decreasing. 2 amount of this.  decreasingly adv. [latin: related to *de-, cresco grow]
Deep|dip|—adj.|1 extending far down or in (deep water; deep wound; deep shelf). 2 (predic.) A to or at a specified depth (water 6 feet deep). B in a specified number of ranks (soldiers drawn up six deep). 3 situated or coming from far down, back, or in (deep in his pockets; deep sigh). 4 low-pitched, full-toned (deep voice). 5 intense, extreme (deep sleep; deep colour; deep interest). 6 (predic.) Fully absorbed or overwhelmed (deep in a book; deep in debt). 7 profound; difficult to understand (too deep for me). —n. 1 (prec. By the) poet. Sea, esp. When deep. 2 abyss, pit, cavity. 3 (prec. By the) cricket position of a fielder distant from the batsman. 4 deep state (deep of the night). —adv. Deeply; far down or in (dig deep).  go off the deep end colloq. Give way to anger or emotion. In deep water in trouble or difficulty.  deeply adv. [old english]
Defeat|dɪˈfit|—v.|1 overcome in battle, a contest, etc. 2 frustrate, baffle. 3 reject (a motion etc.) By voting. —n. Defeating or being defeated. [latin: related to *dis-, *fact]
Defence||n. (us defense)|1 defending, protection. 2 means of this. 3 (in pl.) Fortifications. 4 justification, vindication. 5 defendant's case or counsel in a lawsuit. 6 defending play or players.  defenceless adj. Defencelessly adv. Defencelessness n. [related to *defend]
Defend|dɪˈfend|v. (also absol.)|1 (often foll. By against, from) resist an attack made on; protect. 2 uphold by argument. 3 conduct a defence in a lawsuit. 4 compete to retain (a title etc.) In a contest.  defender n. [latin defendo -fens-]
Define|dɪˈfɑɪn|v. (-ning)|1 give the meaning of (a word etc.). 2 describe or explain the scope of (define one's position). 3 outline clearly (well-defined image). 4 mark out the boundary of.  definable adj. [latin finis end]
Definite|ˈdef·ə·nɪt|adj.|1 certain, sure. 2 clearly defined; not vague; precise.  definitely adv. [latin: related to *define]
Definition|ˌdef·əˈnɪʃ·ən|n.|1 a defining. B statement of the meaning of a word etc. 2 distinctness in outline, esp. Of a photographic image. [latin: related to *define]
Degree|dɪˈɡri|n.|1 stage in a scale, series, or process. 2 stage in intensity or amount (in some degree). 3 unit of measurement of an angle or arc. 4 unit in a scale of temperature, hardness, etc. 5 extent of burns. 6 academic rank conferred by a polytechnic, university, etc. 7 grade of crime (first-degree murder). 8 step in direct genealogical descent. 9 social rank.  by degrees gradually. [latin gradus step]
Delay|dɪˈleɪ|—v.|1 postpone; defer. 2 make or be late; loiter. —n. 1 delaying or being delayed. 2 time lost by this. 3 hindrance. [french]
Deliberate|dɪˈlɪb·ər·ət|—adj.|1 a intentional. B considered; careful. 2 (of movement, thought, etc.) Unhurried; cautious. —v. (-ting) 1 think carefully; consider. 2 discuss (jury deliberated).  deliberately adv. [latin libra balance]
Delicate|ˈdel·ɪ·kət|adj.|1 a fine in texture, quality, etc.; slender, slight. B (of a colour, flavour, etc.) Subtle, hard to discern. 2 susceptible; weak, tender. 3 a requiring tact; tricky (delicate situation). B (of an instrument) highly sensitive. 4 deft (delicate touch). 5 modest. 6 (esp. Of actions) considerate.  delicately adv. [latin]
